example_id,mode,truncated,informativeness,clarity,plausibility,faithfulness,model_name
0,source_grounded,False,3.7478487491607666,3.144308090209961,3.576920986175537,3.3868186473846436,aya-expanse:8b
1,source_grounded,False,2.662900447845459,3.738938093185425,4.115586280822754,3.7123188972473145,aya-expanse:8b
2,source_grounded,False,3.8447659015655518,3.566476821899414,3.6318860054016113,3.107534885406494,aya-expanse:8b
3,source_grounded,False,3.7042436599731445,4.922637939453125,4.911532878875732,4.406132221221924,aya-expanse:8b
4,source_grounded,False,3.3509390354156494,2.8384156227111816,2.9894285202026367,2.827874183654785,aya-expanse:8b
5,source_grounded,False,3.2027878761291504,4.195163726806641,4.337472915649414,3.895369052886963,aya-expanse:8b
6,source_grounded,False,4.240030288696289,3.3500475883483887,3.6481971740722656,3.4805827140808105,aya-expanse:8b
7,source_grounded,False,2.3285486698150635,2.8313138484954834,2.9620230197906494,2.369995594024658,aya-expanse:8b
8,source_grounded,False,3.615551471710205,4.825151443481445,4.85816764831543,4.5128068923950195,aya-expanse:8b
9,source_grounded,False,4.768485069274902,4.729489326477051,4.806512832641602,4.530059337615967,aya-expanse:8b
10,source_grounded,False,3.402360439300537,3.558321714401245,3.8998868465423584,3.4792840480804443,aya-expanse:8b
11,source_grounded,False,2.8200368881225586,3.5877418518066406,3.6953632831573486,2.7563343048095703,aya-expanse:8b
12,source_grounded,False,3.271843671798706,3.9750912189483643,4.108611583709717,3.571190595626831,aya-expanse:8b
13,source_grounded,False,2.6397745609283447,4.186728477478027,4.254627227783203,3.935045003890991,aya-expanse:8b
14,source_grounded,False,2.2916104793548584,3.353729486465454,3.4671807289123535,2.363732099533081,aya-expanse:8b
15,source_grounded,False,1.678278923034668,2.4408440589904785,2.286475419998169,1.72788667678833,aya-expanse:8b
16,source_grounded,False,2.91217041015625,3.0420119762420654,3.024146795272827,2.537264347076416,aya-expanse:8b
17,source_grounded,True,4.404573440551758,3.677612066268921,3.8310322761535645,3.7204339504241943,aya-expanse:8b
18,source_grounded,False,3.188697576522827,3.24607515335083,3.8485360145568848,3.5940914154052734,aya-expanse:8b
19,source_grounded,False,2.6131069660186768,4.932283401489258,4.930621147155762,4.797677993774414,aya-expanse:8b
20,source_grounded,False,2.9034018516540527,4.906222343444824,4.910531044006348,4.704881191253662,aya-expanse:8b
21,source_grounded,False,2.619339942932129,4.945666790008545,4.936800003051758,4.732058525085449,aya-expanse:8b
22,source_grounded,False,3.493056058883667,4.932987213134766,4.930110931396484,4.696503639221191,aya-expanse:8b
23,source_grounded,False,3.082672595977783,3.572232961654663,3.8226239681243896,3.186194896697998,aya-expanse:8b
24,source_grounded,False,2.126148223876953,2.439305543899536,2.5299277305603027,2.1631855964660645,aya-expanse:8b
25,source_grounded,False,4.501826286315918,3.433504581451416,3.6555662155151367,3.8280580043792725,aya-expanse:8b
26,source_grounded,False,4.3363037109375,3.7101314067840576,3.8895928859710693,3.704700469970703,aya-expanse:8b
27,source_grounded,False,3.803952217102051,3.50693941116333,3.440145492553711,2.930995464324951,aya-expanse:8b
28,source_grounded,False,2.9733738899230957,2.9936604499816895,3.4322962760925293,2.8807711601257324,aya-expanse:8b
29,source_grounded,False,4.568166732788086,3.7466068267822266,3.8763623237609863,3.6858794689178467,aya-expanse:8b
30,source_grounded,False,3.7702600955963135,3.691220760345459,3.9013962745666504,3.579610824584961,aya-expanse:8b
31,source_grounded,False,2.955397844314575,3.704871892929077,3.693312406539917,2.8256630897521973,aya-expanse:8b
32,source_grounded,False,2.492030143737793,4.934333801269531,4.925163745880127,4.7449116706848145,aya-expanse:8b
33,source_grounded,False,4.151363372802734,4.093776702880859,4.355936050415039,3.9589974880218506,aya-expanse:8b
34,source_grounded,False,4.652502059936523,4.099699020385742,4.248705863952637,4.149669647216797,aya-expanse:8b
35,source_grounded,False,3.3164291381835938,3.9093239307403564,4.1292901039123535,3.6095468997955322,aya-expanse:8b
36,source_grounded,False,3.1346371173858643,4.596617698669434,4.395842552185059,3.84283185005188,aya-expanse:8b
37,source_grounded,False,2.386324405670166,3.4539506435394287,3.920320510864258,3.429015636444092,aya-expanse:8b
38,source_grounded,False,3.4144399166107178,3.0390753746032715,3.3723623752593994,2.9397971630096436,aya-expanse:8b
39,source_grounded,False,3.0984926223754883,3.127876043319702,3.3910739421844482,2.7846975326538086,aya-expanse:8b
40,source_grounded,False,4.794076442718506,4.074004173278809,4.1558003425598145,4.132357597351074,aya-expanse:8b
41,source_grounded,False,2.7679343223571777,4.569789886474609,4.551199913024902,3.783038377761841,aya-expanse:8b
42,source_grounded,False,2.8328070640563965,3.9889919757843018,4.094557762145996,3.244558811187744,aya-expanse:8b
43,source_grounded,False,1.8141355514526367,2.3602232933044434,2.4484715461730957,1.9948837757110596,aya-expanse:8b
44,source_grounded,False,4.219834327697754,4.8611273765563965,4.892212867736816,4.401503562927246,aya-expanse:8b
45,source_grounded,True,4.732415676116943,3.9856252670288086,4.089752674102783,4.092450141906738,aya-expanse:8b
46,source_grounded,False,4.138316631317139,3.8405003547668457,3.972010374069214,3.75199818611145,aya-expanse:8b
47,source_grounded,False,2.9257473945617676,3.3502962589263916,3.7283473014831543,2.9467978477478027,aya-expanse:8b
48,source_grounded,False,3.2638556957244873,3.3098864555358887,3.4067234992980957,2.8531012535095215,aya-expanse:8b
49,source_grounded,False,1.8068912029266357,3.0421524047851562,2.9547622203826904,2.0972115993499756,aya-expanse:8b
50,source_grounded,False,2.77360200881958,3.2149598598480225,3.0228652954101562,2.347470283508301,aya-expanse:8b
51,source_grounded,False,4.0770769119262695,3.757483959197998,3.8631815910339355,3.430746078491211,aya-expanse:8b
52,source_grounded,False,2.7992238998413086,3.7666139602661133,3.7235300540924072,2.717324733734131,aya-expanse:8b
53,source_grounded,False,3.944164276123047,3.8259854316711426,4.06083345413208,3.630801200866699,aya-expanse:8b
54,source_grounded,False,2.8656492233276367,3.034461498260498,3.216719150543213,2.6144933700561523,aya-expanse:8b
55,source_grounded,False,3.4073002338409424,4.483328819274902,4.663256645202637,3.5830109119415283,aya-expanse:8b
56,source_grounded,False,2.739739418029785,2.7429966926574707,2.942129135131836,2.5077719688415527,aya-expanse:8b
57,source_grounded,False,3.130629539489746,3.970426082611084,3.9611740112304688,2.8733298778533936,aya-expanse:8b
58,source_grounded,False,3.392291784286499,3.7772231101989746,3.9368197917938232,3.4576311111450195,aya-expanse:8b
59,source_grounded,False,3.1670289039611816,4.219095230102539,4.21260404586792,3.2728700637817383,aya-expanse:8b
60,source_grounded,False,2.0056982040405273,2.6392836570739746,2.5175068378448486,1.9830641746520996,aya-expanse:8b
61,source_grounded,False,4.123027801513672,4.023180961608887,4.0882463455200195,3.6264662742614746,aya-expanse:8b
62,source_grounded,False,3.253833770751953,3.608921527862549,3.680551290512085,2.8262248039245605,aya-expanse:8b
63,source_grounded,False,3.218120574951172,4.923440933227539,4.9366774559021,4.835935592651367,aya-expanse:8b
64,source_grounded,False,2.843987464904785,3.2418224811553955,3.5616860389709473,2.7655045986175537,aya-expanse:8b
65,source_grounded,False,3.3198015689849854,3.8515784740448,3.860750198364258,3.1268270015716553,aya-expanse:8b
66,source_grounded,False,3.9396469593048096,3.9569175243377686,4.06036376953125,3.635897397994995,aya-expanse:8b
67,source_grounded,False,3.4345152378082275,3.3993992805480957,3.6659231185913086,3.084451675415039,aya-expanse:8b
68,source_grounded,False,3.352383852005005,3.8422694206237793,4.004072189331055,3.1475462913513184,aya-expanse:8b
69,source_grounded,False,4.872077465057373,4.852660179138184,4.915402412414551,4.743481159210205,aya-expanse:8b
70,source_grounded,False,2.8437018394470215,2.7118706703186035,2.9639785289764404,2.641024589538574,aya-expanse:8b
71,source_grounded,True,1.499792456626892,3.661773920059204,4.007131576538086,2.35721492767334,aya-expanse:8b
72,source_grounded,False,3.15771484375,3.062175989151001,3.6401243209838867,3.1471784114837646,aya-expanse:8b
73,source_grounded,False,3.584787368774414,4.865091323852539,4.933382987976074,4.864386558532715,aya-expanse:8b
74,source_grounded,False,2.720722198486328,3.551363706588745,3.6972951889038086,2.758467197418213,aya-expanse:8b
75,source_grounded,False,2.6003007888793945,4.659249305725098,4.561593055725098,3.895500898361206,aya-expanse:8b
76,source_grounded,False,2.027493476867676,4.936907768249512,4.9217119216918945,4.812343597412109,aya-expanse:8b
77,source_grounded,False,2.13266658782959,4.912546157836914,4.888937950134277,4.559041976928711,aya-expanse:8b
78,source_grounded,False,3.24231219291687,4.0293354988098145,4.217039108276367,3.8441579341888428,aya-expanse:8b
79,source_grounded,False,2.733168840408325,3.4337756633758545,3.859219789505005,3.0233278274536133,aya-expanse:8b
80,source_grounded,False,2.645808696746826,3.6836845874786377,3.548896312713623,2.686613082885742,aya-expanse:8b
81,source_grounded,False,2.757215976715088,3.6387112140655518,3.9975852966308594,3.2885513305664062,aya-expanse:8b
82,source_grounded,False,3.8387112617492676,3.977299451828003,4.056282997131348,3.450474500656128,aya-expanse:8b
83,source_grounded,False,2.9288673400878906,3.848726272583008,3.8492748737335205,2.9021048545837402,aya-expanse:8b
84,source_grounded,False,3.0567545890808105,3.4478344917297363,3.713811159133911,3.1387643814086914,aya-expanse:8b
85,source_grounded,False,4.125738143920898,4.166101455688477,4.379142761230469,3.9945602416992188,aya-expanse:8b
86,source_grounded,True,2.174574375152588,2.916872024536133,3.360513687133789,2.55277681350708,aya-expanse:8b
87,source_grounded,False,3.93550443649292,3.513489007949829,3.96433687210083,3.9439125061035156,aya-expanse:8b
88,source_grounded,False,2.9384918212890625,3.3418521881103516,3.576568365097046,2.7381086349487305,aya-expanse:8b
89,source_grounded,False,1.878941535949707,4.016992568969727,4.172549247741699,2.5837440490722656,aya-expanse:8b
90,source_grounded,False,4.713378429412842,4.904292106628418,4.896159648895264,4.328534126281738,aya-expanse:8b
91,source_grounded,False,2.7922422885894775,4.949699401855469,4.947664260864258,4.83647346496582,aya-expanse:8b
92,source_grounded,False,3.9580957889556885,3.583106756210327,3.839221715927124,3.5550696849823,aya-expanse:8b
93,source_grounded,False,3.3272221088409424,3.6925792694091797,3.7473647594451904,2.9702422618865967,aya-expanse:8b
94,source_grounded,False,3.1819217205047607,4.122704982757568,3.990495443344116,3.023164749145508,aya-expanse:8b
95,source_grounded,False,3.7756075859069824,3.845057487487793,3.985248565673828,3.332904100418091,aya-expanse:8b
96,source_grounded,False,3.4683785438537598,3.856329917907715,3.972547769546509,3.0164847373962402,aya-expanse:8b
97,source_grounded,False,2.7100024223327637,4.903660774230957,4.895123481750488,4.5795578956604,aya-expanse:8b
98,source_grounded,False,2.500673770904541,4.501967430114746,4.503023147583008,3.7973196506500244,aya-expanse:8b
99,source_grounded,False,2.0850729942321777,3.8997855186462402,4.138873100280762,2.586160182952881,aya-expanse:8b
0,reference_based,False,3.1208083629608154,3.776155710220337,3.844904661178589,2.9198923110961914,aya-expanse:8b
1,reference_based,False,3.343914270401001,3.841214895248413,3.9905292987823486,3.3912501335144043,aya-expanse:8b
2,reference_based,False,2.793783187866211,3.780327081680298,3.6986167430877686,2.799403667449951,aya-expanse:8b
3,reference_based,False,4.0531182289123535,4.851737976074219,4.813985347747803,3.750222682952881,aya-expanse:8b
4,reference_based,False,3.440670967102051,3.59759521484375,3.7397513389587402,2.979431629180908,aya-expanse:8b
5,reference_based,False,4.527405738830566,4.639766693115234,4.736995220184326,3.8915460109710693,aya-expanse:8b
6,reference_based,False,3.9044620990753174,3.931642532348633,3.9886133670806885,3.1961910724639893,aya-expanse:8b
7,reference_based,False,2.2440435886383057,3.574937343597412,3.3924577236175537,2.37368106842041,aya-expanse:8b
8,reference_based,False,3.5208895206451416,4.636316776275635,4.729400634765625,4.257058620452881,aya-expanse:8b
9,reference_based,False,2.4866855144500732,3.850098133087158,3.9377329349517822,2.9632749557495117,aya-expanse:8b
10,reference_based,False,2.745375633239746,3.758751153945923,3.7990105152130127,2.729775905609131,aya-expanse:8b
11,reference_based,False,3.1688637733459473,3.8154234886169434,3.8615145683288574,2.713229179382324,aya-expanse:8b
12,reference_based,False,3.7983477115631104,4.18454647064209,4.231574058532715,3.0683441162109375,aya-expanse:8b
13,reference_based,False,2.064600706100464,3.9741668701171875,4.157060623168945,2.8229031562805176,aya-expanse:8b
14,reference_based,False,2.657458782196045,3.380312442779541,3.531111717224121,2.5112051963806152,aya-expanse:8b
15,reference_based,False,3.0723228454589844,3.9915366172790527,3.911820411682129,2.8696980476379395,aya-expanse:8b
16,reference_based,False,3.6215765476226807,4.021081447601318,4.002642631530762,2.8721370697021484,aya-expanse:8b
17,reference_based,False,3.434976816177368,4.009697914123535,4.033655166625977,3.3977911472320557,aya-expanse:8b
18,reference_based,False,3.3230013847351074,4.010381698608398,4.056748390197754,3.5336363315582275,aya-expanse:8b
19,reference_based,False,2.697270393371582,3.994795322418213,3.9297006130218506,3.2019081115722656,aya-expanse:8b
20,reference_based,False,3.361410140991211,4.360814094543457,4.173128128051758,3.503437042236328,aya-expanse:8b
21,reference_based,False,2.5613479614257812,4.582088470458984,4.210563659667969,3.2060561180114746,aya-expanse:8b
22,reference_based,False,3.186951160430908,4.089714050292969,4.135810375213623,3.522799253463745,aya-expanse:8b
23,reference_based,False,2.724579334259033,3.89939022064209,3.8984477519989014,3.0882225036621094,aya-expanse:8b
24,reference_based,False,2.359731912612915,3.308514356613159,3.2385897636413574,2.29758358001709,aya-expanse:8b
25,reference_based,False,3.5005478858947754,3.8687539100646973,3.8928792476654053,3.156099796295166,aya-expanse:8b
26,reference_based,False,3.5307414531707764,3.919844388961792,4.038263320922852,3.4350054264068604,aya-expanse:8b
27,reference_based,False,3.726945638656616,4.168754577636719,4.057558059692383,2.9953854084014893,aya-expanse:8b
